review_id,corpus,case_id,case_event_count,deterministic_findings,hypothesis,cited_event_ids,cited_event_count,cited_event_descriptions,cited_ids_not_cited_by_deterministic_pass,new_cited_id_count,cited_ids_absent_from_corpus_tables
R080,flaws_cloud,CASE-065,29,"AWS-003 [MEDIUM] 'Level6' made 1808 read calls across 20 distinct services in 316s, 282 of them refused (16%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-224294 cloudtrail-control-224300 cloudtrail-control-224346 cloudtrail-control-224351 cloudtrail-control-224356 cloudtrail-control-224384 cloudtrail-control-224412 cloudtrail-control-224446 cloudtrail-control-224468 cloudtrail-control-224532 cloudtrail-control-224570 cloudtrail-control-224571 cloudtrail-control-224660 cloudtrail-control-224922 cloudtrail-control-225017 cloudtrail-control-225128 cloudtrail-control-225208 cloudtrail-control-225228 cloudtrail-control-225236 cloudtrail-control-225366) || AWS-004 [HIGH] 'Level6' was refused authorization 282 times in 307s, across 13 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-224294 cloudtrail-control-224468 cloudtrail-control-224469 cloudtrail-control-224696 cloudtrail-control-225208 cloudtrail-control-225228 cloudtrail-control-225510 cloudtrail-control-225648 cloudtrail-control-225649 cloudtrail-control-225650 cloudtrail-control-225651 cloudtrail-control-225652 cloudtrail-control-225659)",The 16% refusal rate argues against the benign inventory/compliance-tooling explanation offered in AWS-003: sanctioned inventory tooling is normally provisioned with a read-only policy matched to the services it scans and would not be denied across 13 distinct resource types. A caller probing the boundaries of an unfamiliar credential fits the observed denial spread better.,cloudtrail-control-224469 cloudtrail-control-224696 cloudtrail-control-225510 cloudtrail-control-225648 cloudtrail-control-225649 cloudtrail-control-225650 cloudtrail-control-225651 cloudtrail-control-225652,8,cloudtrail-control-224469 @ 2019-06-06 11:31:11+00:00 [aws:811596193553/ap-northeast-1 / Level6] Level6 describe config:config-rule [denied] (already cited: yes) || cloudtrail-control-224696 @ 2019-06-06 11:31:23+00:00 [aws:811596193553/us-east-1 / Level6] Level6 get s3:bucket-location (theend-c1aad500c62e2a57cf12cebf93b282cf.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-225510 @ 2019-06-06 11:31:53+00:00 [aws:811596193553/ap-northeast-1 / Level6] Level6 describe config:configuration-recorder-status [denied] (already cited: yes) || cloudtrail-control-225648 @ 2019-06-06 11:31:59+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-acl (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-225649 @ 2019-06-06 11:31:59+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-encryption (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-225650 @ 2019-06-06 11:31:59+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-versioning (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-225651 @ 2019-06-06 11:31:59+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-policy (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-225652 @ 2019-06-06 11:31:59+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-logging (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes),,0,
R081,flaws_cloud,CASE-122,13,"AWS-004 [HIGH] 'Level6' was refused authorization 84 times in 92s, across 13 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1649380 cloudtrail-control-1649381 cloudtrail-control-1649382 cloudtrail-control-1649383 cloudtrail-control-1649386 cloudtrail-control-1649387 cloudtrail-control-1649388 cloudtrail-control-1649390 cloudtrail-control-1649391 cloudtrail-control-1649392 cloudtrail-control-1649393 cloudtrail-control-1649394 cloudtrail-control-1649395)","Because no source address resolved for any of the 5346 authentication events, the denial burst cannot currently be attributed to a specific network origin or tied to the authentication history by infrastructure; until source-IP or user-agent enrichment is recovered, any linkage between the T1580 discovery activity and the credential-guessing volume remains circumstantial and rests only on the shared account name.",cloudtrail-control-1649392 cloudtrail-control-1649393 cloudtrail-logon-000683 cloudtrail-logon-002347,4,cloudtrail-control-1649392 @ 2019-08-28 21:53:08+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-tagging (dev-eztax) [denied] (already cited: yes) || cloudtrail-control-1649393 @ 2019-08-28 21:53:08+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-website (dev-eztax) [denied] (already cited: yes) || cloudtrail-logon-000683 @ 2017-03-16 18:45:24+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 5.3.205.235 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-logon-002347 @ 2017-05-16 23:04:44+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 10.154.248.134 reason=Not authorized to perform sts:AssumeRole (already cited: no),cloudtrail-logon-000683 cloudtrail-logon-002347,2,
R082,attack_data_aws,CASE-002,5,"AWS-004 [HIGH] 'cloudmapper' was refused authorization 37 times in 284s, across 5 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-001224 cloudtrail-control-001222 cloudtrail-control-001220 cloudtrail-control-001219 cloudtrail-control-001204)","The principal name 'cloudmapper' matches a well-known open-source AWS auditing tool whose normal operation issues exactly this kind of broad read-only sweep across KMS, Organizations and Glue. If a sanctioned security or compliance scan is scheduled in this account, the entire case is expected tooling behaviour and the Discovery mapping is a false positive.",cloudtrail-control-001220 cloudtrail-control-001224 cloudtrail-control-001219,3,cloudtrail-control-001220 @ 2021-04-13 13:33:45+00:00 [aws:731544447609/us-east-1 / cloudmapper] cloudmapper list organizations:account [denied] (already cited: yes) || cloudtrail-control-001224 @ 2021-04-13 13:30:36+00:00 [aws:731544447609/us-east-1 / cloudmapper] cloudmapper list kms:key-policy [denied] (already cited: yes) || cloudtrail-control-001219 @ 2021-04-13 13:34:57+00:00 [aws:731544447609/eu-north-1 / cloudmapper] cloudmapper get glue:job [denied] (already cited: yes),,0,
R083,flaws_cloud,CASE-067,1,AWS-002 [CRITICAL] 'Level6' stopped CloudTrail trail ''. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-226797),"The absence of any resolved source address across all 5346 'Level6' authentication events suggests either log-field stripping/normalization loss or use of AWS-internal/assumed-role invocation paths, either of which would frustrate source-based attribution and correlation of the trail-stop actor to the authentication attempts.",cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-control-226797,3,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000145 @ 2017-02-28 08:01:21+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-control-226797 @ 2019-06-07 11:04:25+00:00 [aws:811596193553/us-east-1 / Level6] Level6 stop cloudtrail:logging [denied] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000145,2,
R084,comiset,CASE-001,2,"ATH-002 [MEDIUM] PowerShell ran a base64-encoded command. The payload does not obviously fetch remote code, but the command line also suppresses the console window and/or the user profile. Evasion flags observed: no profile. (events: comiset_slice.jsonl:41ece3af25e0f38cccc6d27422a388c739761353) || ATH-002 [MEDIUM] PowerShell ran a base64-encoded command. The payload does not obviously fetch remote code, but the command line also suppresses the console window and/or the user profile. Evasion flags observed: no profile. (events: comiset_slice.jsonl:574dffe7a299a4ad9d2b1150574e2cff72b4efb4)","beacon.exe is a command-and-control implant (the name matches Cobalt Strike Beacon), and the two encoded PowerShell launches are operator-issued or automated post-exploitation tasks delivered over that C2 channel.",comiset_slice.jsonl:b9a5cb4bdabc2fe887d9224d6c42056e5b64ff90 comiset_slice.jsonl:41ece3af25e0f38cccc6d27422a388c739761353 comiset_slice.jsonl:574dffe7a299a4ad9d2b1150574e2cff72b4efb4,3,"comiset_slice.jsonl:b9a5cb4bdabc2fe887d9224d6c42056e5b64ff90 @ 2022-11-18 10:27:21.393000+00:00 [desktop-4pvps6e / system] remotemouse.exe -> cmd.exe | ""c:\windows\system32\cmd.exe"" (already cited: yes) || comiset_slice.jsonl:41ece3af25e0f38cccc6d27422a388c739761353 @ 2022-11-18 11:15:51.211000+00:00 [desktop-4pvps6e / system] beacon.exe -> powershell.exe | powershell -nop -exec bypass -encodedcommand sqbfafgaiaaoae4azqb3ac0atwbiagoazqbjahqaiaboaguadaauafcazqbiagmababpaguabgb0ackalgbeag8adwbuagwabwbhagqauwb0ahiaaqb (already cited: yes) || comiset_slice.jsonl:574dffe7a299a4ad9d2b1150574e2cff72b4efb4 @ 2022-11-18 11:17:30.010000+00:00 [desktop-4pvps6e / system] beacon.exe -> powershell.exe | powershell -nop -exec bypass -encodedcommand sqbfafgaiaaoae4azqb3ac0atwbiagoazqbjahqaiaboaguadaauafcazqbiagmababpaguabgb0ackalgbeag8adwbuagwabwbhagqauwb0ahiaaqb (already cited: yes)",,0,
R085,flaws_cloud,CASE-005,54,"ATH-005 [CRITICAL] 53 failed logons for 'SecurityMokey' on aws:811596193553/us-east-1 from 255.253.125.115 within 247s. A successful logon followed at 22:26:48, -148s after the last failure. This may indicate the credential was successfully guessed and the account is now compromised. (events: cloudtrail-logon-002652 cloudtrail-logon-002653 cloudtrail-logon-002654 cloudtrail-logon-002655 cloudtrail-logon-002656 cloudtrail-logon-002657 cloudtrail-logon-002658 cloudtrail-logon-002659 cloudtrail-logon-002660 cloudtrail-logon-002661 cloudtrail-logon-002665 cloudtrail-logon-002664 cloudtrail-logon-002662 cloudtrail-logon-002663 cloudtrail-logon-002666 cloudtrail-logon-002667 cloudtrail-logon-002668 cloudtrail-logon-002669 cloudtrail-logon-002670 cloudtrail-logon-002671 cloudtrail-logon-002672 cloudtrail-logon-002673 cloudtrail-logon-002674 cloudtrail-logon-002676 cloudtrail-logon-002675 cloudtrail-logon-002683 cloudtrail-logon-002685 cloudtrail-logon-002689 cloudtrail-logon-002696 cloudtrail-logon-002698 cloudtrail-logon-002700 cloudtrail-logon-002709 cloudtrail-logon-002713 cloudtrail-logon-002727 cloudtrail-logon-002730 cloudtrail-logon-002734 cloudtrail-logon-002738 cloudtrail-logon-002739 cloudtrail-logon-002746 cloudtrail-logon-002749 cloudtrail-logon-002754 cloudtrail-logon-002760 cloudtrail-logon-002763 cloudtrail-logon-002764 cloudtrail-logon-002772 cloudtrail-logon-002778 cloudtrail-logon-002779 cloudtrail-logon-002786 cloudtrail-logon-002791 cloudtrail-logon-002809 cloudtrail-logon-002811 cloudtrail-logon-002815 cloudtrail-logon-002820 cloudtrail-logon-002822)","255.253.125.115 lies in the reserved 255.0.0.0/8 space and is not a routable Internet source, indicating the source field is anonymized, synthesized, or a placeholder; geolocation- or reputation-based enrichment of this indicator would be meaningless.",cloudtrail-logon-002652 cloudtrail-logon-002822,2,cloudtrail-logon-002652 @ 2017-05-26 22:25:09+00:00 [aws:811596193553/us-east-1 / SecurityMokey] failure logon [Unknown] from 255.253.125.115 reason=User: arn:aws:iam::811596193553:user/SecurityMokey is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/SecurityMonkey (already cited: yes) || cloudtrail-logon-002822 @ 2017-05-26 22:29:16+00:00 [aws:811596193553/us-east-1 / SecurityMokey] failure logon [Unknown] from 255.253.125.115 reason=User: arn:aws:iam::811596193553:user/SecurityMokey is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/SecurityMonkey (already cited: yes),,0,
R086,synthetic:INC-001,CASE-001,31,"ATH-009 [MEDIUM] Outlook launched WINWORD.EXE to open a document in a macro-capable format. This is consistent with a malicious attachment being opened, independent of whether any embedded macro subsequently ran. (events: evt-000355) || ATH-001 [HIGH] WINWORD.EXE started powershell.exe. Office applications have no routine need to launch script interpreters; this parent/child relationship is consistent with macro-based code execution from a document. (events: evt-000357) || ATH-002 [HIGH] PowerShell ran a base64-encoded command. The decoded payload retrieves and executes remote content, which is consistent with a first-stage downloader. Evasion flags observed: hidden window, no profile. (events: evt-000357) || ATH-003 [HIGH] powershell.exe made 7 outbound connection(s) to the external address 185.220.101.47 on port(s) 80, 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. The connection to port 80 indicates cleartext HTTP, which is commonly used to retrieve a second-stage script. (events: evt-000358 evt-000362 evt-000380 evt-000399 evt-000421 evt-000454 evt-000486) || ATH-010 [MEDIUM] 3 distinct discovery commands (net.exe, nltest.exe, whoami.exe) ran from the same parent process (PID 6612) within 34s, consistent with systematic reconnaissance of the local environment and domain. (events: evt-000367 evt-000370 evt-000374) || ATH-004 [CRITICAL] Command line matched credential-access indicators (comsvcs.dll MiniDump, explicit lsass reference, rundll32 MiniDump export). This may indicate an attempt to extract credential material from LSASS memory, which would enable authentication as other users. Requires immediate verification against the account's expected activity. (events: evt-000381) || ATH-005 [CRITICAL] 14 failed logons for 'svc_backup' on FS02 from 10.10.20.15 within 143s. A successful logon followed at 09:33:47, 204s after the last failure. This may indicate the credential was successfully guessed and the account is now compromised. (events: evt-000419 evt-000422 evt-000425 evt-000427 evt-000429 evt-000431 evt-000432 evt-000433 evt-000437 evt-000438 evt-000439 evt-000440 evt-000442 evt-000444 evt-000457) || ATH-006 [HIGH] Account 'svc_backup' authenticated to FS02 from PC01, but has no interactive session on PC01 (observed owner(s): jdoe). Credential use originating from a host the account does not operate on is consistent with lateral movement using stolen credentials, though legitimate alternate-credential workflows produce the same pattern. (events: evt-000457) || ATH-007 [HIGH] The Service Control Manager started an interactive command interpreter. This pattern is consistent with remote command execution via a temporary service. Command output is redirected to the administrative share '\\127.0.0.1\ADMIN$', which is characteristic of remote execution frameworks collecting results over SMB. (events: evt-000461) || ATH-008 [HIGH] An archive utility was invoked and the source path uses a wildcard, implying bulk collection and the destination is a shared staging directory. This is consistent with staging data prior to exfiltration, but does not by itself show that any data left the network. (events: evt-000469) || ATH-003 [MEDIUM] powershell.exe made 1 outbound connection(s) to the external address 185.220.101.47 on port(s) 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. (events: evt-000481)","FS02 was the objective of the intrusion rather than a waypoint: it is the host reached by lateral movement, the host where data was archived with a utility, and a host that also contacted the C2 address, making it the likely staging point for collection and exfiltration.",evt-000457 evt-000469 evt-000481,3,evt-000457 @ 2026-08-17 09:33:47+00:00 [FS02 / svc_backup] success logon [Network (SMB / share access)] from 10.10.20.15 (already cited: yes) || evt-000469 @ 2026-08-17 09:35:40+00:00 [FS02 / svc_backup] cmd.exe -> powershell.exe | powershell.exe -nop -c Compress-Archive -Path D:\Finance\* -DestinationPath C:\Windows\Temp\fin.zip (already cited: yes) || evt-000481 @ 2026-08-17 09:37:05+00:00 [FS02 / svc_backup] powershell.exe -> 185.220.101.47:443 (outbound) (already cited: yes),,0,
R087,flaws_cloud,CASE-205,15,"AWS-003 [MEDIUM] 'Level6' made 563 read calls across 14 distinct services in 463s, 38 of them refused (7%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1760284 cloudtrail-control-1760328 cloudtrail-control-1760344 cloudtrail-control-1760376 cloudtrail-control-1760408 cloudtrail-control-1760425 cloudtrail-control-1760518 cloudtrail-control-1760534 cloudtrail-control-1760582 cloudtrail-control-1760662 cloudtrail-control-1760663 cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760846) || AWS-004 [MEDIUM] 'Level6' was refused authorization 38 times in 5s, across 3 distinct resource types. Concentrated on so few kinds of object, this is equally the shape of an application missing one permission and retrying. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1760664 cloudtrail-control-1760670 cloudtrail-control-1760671)","The presence of iam:ListUsers within an otherwise infrastructure-focused sweep may indicate the enumeration was aimed at identifying privilege-escalation targets rather than at inventorying assets. If so, follow-on activity would be expected against iam:ListAttachedUserPolicies, GetPolicyVersion or sts:AssumeRole; the absence of such calls in the current evidence argues the sweep either stopped early or was blocked.",cloudtrail-control-1760425 cloudtrail-control-1760846,2,cloudtrail-control-1760425 @ 2020-06-01 19:28:42+00:00 [aws:811596193553/us-east-1 / Level6] Level6 list iam:user [allowed] (already cited: yes) || cloudtrail-control-1760846 @ 2020-06-01 19:29:37+00:00 [aws:811596193553/us-east-1 / Level6] Level6 get sts:caller-identity [allowed] (already cited: yes),,0,
R088,flaws_cloud,CASE-077,15,"AWS-004 [HIGH] 'Level6' was refused authorization 772 times in 221s, across 15 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-238972 cloudtrail-control-238973 cloudtrail-control-238974 cloudtrail-control-238975 cloudtrail-control-238977 cloudtrail-control-238978 cloudtrail-control-238979 cloudtrail-control-238980 cloudtrail-control-238981 cloudtrail-control-238982 cloudtrail-control-238983 cloudtrail-control-238984 cloudtrail-control-238986 cloudtrail-control-238987 cloudtrail-control-239755)","Two identifiers inside the otherwise contiguous read block are absent from the claim set (238976 and 238985), which is the expected position of two further GetBucket* calls. The enumeration may therefore be more complete than the fourteen verified events show, with the missing calls either filtered from the case or having failed differently.",cloudtrail-control-238975 cloudtrail-control-238977 cloudtrail-control-238984 cloudtrail-control-238986,4,cloudtrail-control-238975 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-lifecycle (flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-238977 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-request-payment (flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-238984 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-location (flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-238986 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-encryption (flaws.cloud) [denied] (already cited: yes),,0,
R089,flaws_cloud,CASE-118,1,AWS-002 [CRITICAL] 'flaws' deleted CloudTrail trail 'arn:aws:cloudtrail:us-west-2:811596193553:trail/cloudtrail'. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-1576322),"The trail deletion was preceded by reconnaissance and/or resource access (e.g., S3, IAM, or EC2 enumeration) by the same credentials, which would be recoverable from CloudTrail records written before 2019-08-23T15:48:50Z or from other regions' trails, data-event logs, or S3 server access logs.",cloudtrail-control-1576322 cloudtrail-logon-039246 cloudtrail-logon-044401,3,cloudtrail-control-1576322 @ 2019-08-23 15:48:50+00:00 [aws:811596193553/us-west-2 / flaws] flaws delete cloudtrail:trail (arn:aws:cloudtrail:us-west-2:811596193553:trail/cloudtrail) [allowed] (already cited: yes) || cloudtrail-logon-039246 @ 2018-11-13 16:48:47+00:00 [aws:811596193553/us-east-1 / flaws] success logon [Unknown] from 163.251.223.26 (already cited: no) || cloudtrail-logon-044401 @ 2019-03-03 16:27:05+00:00 [aws:811596193553/us-east-1 / flaws] success logon [Unknown] from 2.7.223.252 (already cited: no),cloudtrail-logon-039246 cloudtrail-logon-044401,2,
R090,flaws_cloud,CASE-256,32,"AWS-003 [MEDIUM] 'Level6' made 671 read calls across 21 distinct services in 550s, 196 of them refused (29%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1817072 cloudtrail-control-1817082 cloudtrail-control-1817085 cloudtrail-control-1817088 cloudtrail-control-1817159 cloudtrail-control-1817175 cloudtrail-control-1817217 cloudtrail-control-1817317 cloudtrail-control-1817318 cloudtrail-control-1817321 cloudtrail-control-1817323 cloudtrail-control-1817324 cloudtrail-control-1817351 cloudtrail-control-1817352 cloudtrail-control-1817356 cloudtrail-control-1817358 cloudtrail-control-1817359 cloudtrail-control-1817361 cloudtrail-control-1817365 cloudtrail-control-1817368) || AWS-004 [HIGH] 'Level6' was refused authorization 196 times in 241s, across 17 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1817217 cloudtrail-control-1817246 cloudtrail-control-1817318 cloudtrail-control-1817322 cloudtrail-control-1817358 cloudtrail-control-1817365 cloudtrail-control-1817368 cloudtrail-control-1817369 cloudtrail-control-1817371 cloudtrail-control-1817372 cloudtrail-control-1817373 cloudtrail-control-1817374 cloudtrail-control-1817375 cloudtrail-control-1817376 cloudtrail-control-1817377 cloudtrail-control-1817378 cloudtrail-control-1817466)","The principal name 'Level6' and the target bucket names ending in '.flaws.cloud' (level4-974134b52e7c35aebcc4b45f19113936.flaws.cloud and b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) correspond to the publicly published flAWS.cloud training/CTF exercise, whose levels are named Level1..Level6. If confirmed, this is a deliberately vulnerable teaching account and the case should be triaged as expected exercise traffic, not an intrusion.",cloudtrail-control-1817246 cloudtrail-control-1817371 cloudtrail-control-1817372 cloudtrail-control-1817373,4,cloudtrail-control-1817246 @ 2020-09-21 04:00:23+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-location (level4-974134b52e7c35aebcc4b45f19113936.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817371 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-tagging (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817372 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-versioning (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-1817373 @ 2020-09-21 04:00:45+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-policy (b5677c799b465420d8e7b0a6689a0bb0c4afbc9e.flaws.cloud) [denied] (already cited: yes),,0,
R091,flaws_cloud,CASE-067,1,AWS-002 [CRITICAL] 'Level6' stopped CloudTrail trail ''. Disabling the audit trail is not a routine operational action and is consistent with an intruder removing the record of subsequent activity. (events: cloudtrail-control-226797),"If the 'Level6' principal is not normally entitled to modify logging configuration, the stop action implies a prior, unobserved privilege-escalation or credential-compromise step that occurred before the visibility gap opened; reviewing IAM policy attachments and prior authentication events for that principal would test this.",cloudtrail-control-226797,1,cloudtrail-control-226797 @ 2019-06-07 11:04:25+00:00 [aws:811596193553/us-east-1 / Level6] Level6 stop cloudtrail:logging [denied] (already cited: yes),,0,
R092,flaws_cloud,CASE-256,32,"AWS-003 [MEDIUM] 'Level6' made 671 read calls across 21 distinct services in 550s, 196 of them refused (29%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-1817072 cloudtrail-control-1817082 cloudtrail-control-1817085 cloudtrail-control-1817088 cloudtrail-control-1817159 cloudtrail-control-1817175 cloudtrail-control-1817217 cloudtrail-control-1817317 cloudtrail-control-1817318 cloudtrail-control-1817321 cloudtrail-control-1817323 cloudtrail-control-1817324 cloudtrail-control-1817351 cloudtrail-control-1817352 cloudtrail-control-1817356 cloudtrail-control-1817358 cloudtrail-control-1817359 cloudtrail-control-1817361 cloudtrail-control-1817365 cloudtrail-control-1817368) || AWS-004 [HIGH] 'Level6' was refused authorization 196 times in 241s, across 17 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1817217 cloudtrail-control-1817246 cloudtrail-control-1817318 cloudtrail-control-1817322 cloudtrail-control-1817358 cloudtrail-control-1817365 cloudtrail-control-1817368 cloudtrail-control-1817369 cloudtrail-control-1817371 cloudtrail-control-1817372 cloudtrail-control-1817373 cloudtrail-control-1817374 cloudtrail-control-1817375 cloudtrail-control-1817376 cloudtrail-control-1817377 cloudtrail-control-1817378 cloudtrail-control-1817466)","The successful authentications for 'Level6' are the likely enabling precursor to this burst: a small number of successes amid mass failures would give a caller a working credential of unknown scope, which the 17-resource-type refusal pattern then maps out. Confirming this requires correlating the specific successful logon immediately preceding 03:54:58Z with the session used for the control-plane calls.",cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-control-1817072 cloudtrail-control-1817082,4,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000145 @ 2017-02-28 08:01:21+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-control-1817072 @ 2020-09-21 03:54:58+00:00 [aws:811596193553/us-east-1 / Level6] Level6 list iam:user [allowed] (already cited: yes) || cloudtrail-control-1817082 @ 2020-09-21 03:55:05+00:00 [aws:811596193553/us-east-1 / Level6] Level6 describe ec2:instance [allowed] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000145,2,
